runtime 	  walksum  	 nwalks  	  used_edges[0] 	 steps_per_walk  	  total_edges  	  utilization  
9.34893s : 	926923	2220	585	0.263514	134217721	4.35859e-06
9.58151s : 	924972	2210	724	0.327602	134217718	5.39422e-06
9.80432s : 	923025	2210	623	0.2819	134217727	4.64171e-06
10.0704s : 	921081	2208	555	0.251359	134217653	4.13507e-06
10.3024s : 	919145	2206	555	0.251587	134217728	4.13507e-06
10.5208s : 	917161	2248	557	0.247776	134217663	4.14998e-06
10.778s : 	915216	2199	780	0.354707	134217630	5.81146e-06
11.0065s : 	913280	2197	682	0.310423	134217584	5.0813e-06
11.2476s : 	911355	2196	502	0.228597	134217726	3.74019e-06
11.4889s : 	909432	2195	452	0.205923	134217716	3.36766e-06
11.7277s : 	907501	2194	653	0.29763	134217711	4.86523e-06
11.9772s : 	905579	2181	679	0.311325	134217724	5.05894e-06
12.232s : 	903660	2177	722	0.331649	134217607	5.37932e-06
12.4428s : 	901758	2168	614	0.28321	134217010	4.57468e-06
12.6495s : 	899855	2178	437	0.200643	134217701	3.2559e-06
12.9142s : 	897950	2168	646	0.29797	134217221	4.81309e-06
13.1694s : 	896062	2164	458	0.211645	134217705	3.41237e-06
13.3754s : 	894163	2161	640	0.296159	134217564	4.76838e-06
13.6258s : 	892267	2160	693	0.320833	134217722	5.16325e-06
